provider.name,count_of_items,dataProvider_file_path
PA_Digital,356763,files/dataProvider/PA_Digital.csv,files/dataProvider/PA_Digital.csv,files/dataProvider/PA_Digital.csv,files/dataProvider/PA_Digital.csv,files/dataProvider/PA_Digital.csv,files/dataProvider/PA_Digital.csv,files/dataProvider/PA_Digital.csv,files/dataProvider/PA_Digital.csv,files/dataProvider/PA_Digital.csv,files/dataProvider/PA_Digital.csv,files/dataProvider/PA_Digital.csv,files/dataProvider/PA_Digital.csv,files/dataProvider/PA_Digital.csv,files/dataProvider/PA_Digital.csv,files/dataProvider/PA_Digital.csv,files/dataProvider/PA_Digital.csv
